model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mape,mse,test_set_version,train_set_version,n_test_counties,n_train_source_test_history,n_train_source_external,status,experiment_name,experiment_description,result_type,test_fips,size_bucket,county_test_size,county_train_pool_size,county_train_used
xgboost,,,,,,0.31605063216093254,39198.24264204544,67073.15387692419,,4498807970.997551,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48437.0,small,88.0,87.0,87.0
xgboost,,,,,,0.18242681327725785,143203.13027108434,307799.1651650215,,94740326076.28418,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,1085.0,small,83.0,82.0,82.0
xgboost,,,,,,0.20321486155492918,137235.1505493421,197817.390972999,,39131720171.36435,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,2220.0,small,190.0,190.0,190.0
xgboost,,,,,,0.5045452343740195,92631.69155339806,151539.93476578238,,22964351828.81758,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,30027.0,small,206.0,206.0,206.0
xgboost,,,,,,0.2838702566938759,82489.17199309595,191259.47713786605,,36580187595.049904,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13193.0,small,215.0,214.0,214.0
xgboost,,,,,,0.10453914059419434,48971.03375799006,99926.104416124,,9985226343.782116,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,21051.0,small,88.0,86.0,86.0
xgboost,,,,,,0.25292366287724655,59804.32483258932,165451.91246546654,,27374335338.480396,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13309.0,small,70.0,69.0,69.0
xgboost,,,,,,0.4780486305506614,51093.88872438524,73627.46979437217,,5421004308.321187,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48211.0,small,61.0,61.0,61.0
xgboost,,,,,,0.2064036567508708,62140.177201704544,99705.73395541505,,9941233383.588005,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,38047.0,small,77.0,76.0,76.0
xgboost,,,,,,0.46776304210880304,52363.220597067026,80063.53474555362,,6410169595.952472,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,38021.0,small,179.0,178.0,178.0
xgboost,,,,,,0.17922923269740387,46494.33645572918,66503.37758681386,,4422699230.454336,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48495.0,small,120.0,119.0,119.0
xgboost,,,,,,0.3546472192180814,40956.67999131943,76930.85001633324,,5918355684.23556,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,17047.0,small,90.0,87.0,87.0
xgboost,,,,,,0.5346010636388417,130322.65803571431,209743.39150475062,,43992290279.91509,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,51025.0,small,175.0,174.0,174.0
xgboost,,,,,,0.5154654823851013,47068.76747532893,128781.85401946853,,16584765924.691704,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31133.0,small,57.0,57.0,57.0
xgboost,,,,,,0.5137360996171834,33632.10625448993,56942.727884241416,,3242474258.898765,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31069.0,small,87.0,87.0,87.0
xgboost,,,,,,0.2076860770174921,69898.74068509616,115197.44331442025,,13270450946.179066,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,1131.0,small,156.0,155.0,155.0
xgboost,,,,,,0.5126522955601397,91272.56697773974,159883.3072753831,,25562671945.314568,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,56035.0,small,219.0,219.0,219.0
xgboost,,,,,,0.6365511659507501,40352.71974885845,58635.99814721492,,3438180278.7201915,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,27167.0,small,219.0,218.0,218.0
xgboost,,,,,,0.21151608017061196,53723.555758304195,124267.38005272803,,15442381745.169147,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,30101.0,small,143.0,143.0,143.0
xgboost,,,,,,0.20176248738544156,77053.22052304965,136814.57442977655,,18718227776.400864,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,1029.0,small,141.0,140.0,140.0
xgboost,,,,,,0.2594672732508527,58900.103459002305,81414.05745252126,,6628248750.882432,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48419.0,small,218.0,215.0,215.0
xgboost,,,,,,0.5420701013850664,46910.2999963493,75365.90925908553,,5680020278.448714,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13209.0,small,214.0,214.0,214.0
xgboost,,,,,,0.2748645071603846,81384.47898787314,145692.64527601312,,21226346887.52219,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,30059.0,small,67.0,67.0,67.0
xgboost,,,,,,0.685794472145856,28802.88287450397,37102.60771020802,,1376603498.897588,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,27069.0,small,63.0,62.0,62.0
xgboost,,,,,,0.43242203902482224,44356.99026241029,67966.85658513822,,4619493594.064747,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31035.0,small,209.0,208.0,208.0
xgboost,,,,,,0.5367417545594535,37430.23201407967,59036.742960075026,,3485337019.333968,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31003.0,small,182.0,182.0,182.0
xgboost,,,,,,0.3680924341652454,57171.840800034166,83159.04177841611,,6915426229.504357,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48313.0,small,183.0,182.0,182.0
xgboost,,,,,,0.7576443065041827,28076.07195621906,37580.86406499227,,1412321343.871427,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,40003.0,small,101.0,101.0,101.0
xgboost,,,,,,0.29335117126057153,51482.85565878379,74957.83805889655,,5618677486.46376,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48505.0,small,74.0,74.0,74.0
xgboost,,,,,,0.03213718936145937,88208.37123054717,190426.19647175184,,36262136302.698235,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,28123.0,small,249.0,249.0,249.0
xgboost,,,,,,0.02774595233420918,113611.50924744917,230832.13610841834,,53283475060.37537,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,36061.0,small,245.0,245.0,245.0
xgboost,,,,,,0.49445580725158633,38642.40240526575,71651.86852194705,,5133990262.686387,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,54009.0,small,127.0,126.0,126.0
xgboost,,,,,,0.5901861620607265,37043.311131386865,51029.72559404874,,2604032894.2039127,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,17009.0,small,137.0,136.0,136.0
xgboost,,,,,,0.35449996540631,93292.37456349209,112375.28399638971,,12628204453.269241,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,16025.0,small,63.0,63.0,63.0
xgboost,,,,,,0.30869724317682745,61040.90952845982,136320.0094786794,,18583144984.267242,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,22065.0,small,168.0,165.0,165.0
xgboost,,,,,,0.6392991087053264,29959.193359375,38363.1483044018,,1471731147.825527,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,17065.0,small,170.0,168.0,168.0
xgboost,,,,,,0.43424743906792185,46060.33467662185,115962.02972217354,,13447192337.28626,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,27011.0,small,237.0,237.0,237.0
xgboost,,,,,,0.4163885798304223,84514.86130878713,157685.63206908302,,24864758561.026222,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,8057.0,small,101.0,97.0,97.0
xgboost,,,,,,0.5360796786404289,107422.71748097827,177705.54491221477,,31579260692.54718,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,16037.0,small,115.0,113.0,113.0
xgboost,,,,,,0.3005130680666842,145778.5321875,211166.78395585998,,44591410646.26085,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,16015.0,small,137.0,136.0,136.0
xgboost,,,,,,0.2598371744734089,73930.51191358024,114848.88191344401,,13190265676.768206,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48405.0,small,81.0,80.0,80.0
xgboost,,,,,,0.7218408677224819,64178.01448170734,130648.39091417812,,17069002048.4639,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,1123.0,small,205.0,204.0,204.0
xgboost,,,,,,0.36592376278249195,53149.09613715278,90285.94210099133,,8151551341.06356,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,54085.0,small,72.0,72.0,72.0
xgboost,,,,,,0.198253613528813,51283.3466745205,148084.4852032814,,21929014757.920864,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31123.0,small,189.0,187.0,187.0
xgboost,,,,,,0.1055536066428473,58740.581015625,148121.91706007635,,21940102313.552135,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13319.0,small,175.0,174.0,174.0
xgboost,,,,,,0.7192731411697519,32343.761094281468,44468.890368174194,,1977482210.5766954,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31125.0,small,147.0,147.0,147.0
xgboost,,,,,,0.5100324659169668,36505.43884375002,73186.09925281128,,5356205123.842345,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,40033.0,small,125.0,124.0,124.0
xgboost,,,,,,0.4545617735156846,42584.150377859485,63703.94170773689,,4058192189.1027403,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,51530.0,small,153.0,153.0,153.0
xgboost,,,,,,0.61622015474916,44957.06624571919,64052.17048422623,,4102680543.740382,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31135.0,small,146.0,145.0,145.0
xgboost,,,,,,0.413847055790762,78180.03241888662,110503.02515264093,,12210918567.885195,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,16035.0,small,183.0,181.0,181.0
xgboost,,,,,,0.11578404138436893,61428.69471153846,85137.24748423947,,7248350909.192639,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13301.0,small,91.0,89.0,89.0
xgboost,,,,,,0.6231576342863306,30278.965202121555,47555.449174534726,,2261520746.191756,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,31077.0,small,109.0,108.0,108.0
xgboost,,,,,,0.34792100657483205,68160.01352660125,176140.76379628736,,31025568670.739494,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13315.0,small,121.0,120.0,120.0
xgboost,,,,,,0.39693420141176694,68819.10669052867,135227.10614828105,,18286370237.23847,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,41025.0,small,227.0,224.0,224.0
xgboost,,,,,,0.5399300643481011,57759.95327330511,76594.96576059617,,5866788779.8668995,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,49013.0,small,236.0,235.0,235.0
xgboost,,,,,,-0.7367417256633035,52027.57345448368,83765.43554970276,,7016648192.831408,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,38037.0,small,69.0,69.0,69.0
xgboost,,,,,,0.26906404319878385,66393.9158091518,107219.45873875491,,11496012332.231567,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,29137.0,small,168.0,168.0,168.0
xgboost,,,,,,0.3138209849681407,46278.490079365096,61851.630555138516,,3825624202.3293443,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,21011.0,small,126.0,125.0,125.0
xgboost,,,,,,-1.319809441284571,71852.1481193439,99495.39410778446,,9899333448.663351,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,21165.0,small,221.0,221.0,221.0
xgboost,,,,,,0.705500592215368,41182.09383877841,64999.78903680487,,4224972574.8291388,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,40067.0,small,66.0,64.0,64.0
xgboost,,,,,,0.44566180909883424,65513.68497077338,100449.499864561,,10090102023.04044,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,51097.0,small,139.0,139.0,139.0
xgboost,,,,,,0.3572380180909239,59546.35666830709,89806.52217347485,,8065211424.894829,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,27077.0,small,127.0,126.0,126.0
xgboost,,,,,,0.21462258340760065,59737.05488855699,124622.08365430217,,15530663734.33989,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,38011.0,small,136.0,135.0,135.0
xgboost,,,,,,0.47739627274297836,60891.43038043478,84212.17647151851,,7091690666.070175,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,16023.0,small,69.0,69.0,69.0
xgboost,,,,,,0.36641133399263726,58649.248429687505,122214.75486158556,,14936446305.877453,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,30073.0,small,160.0,158.0,158.0
xgboost,,,,,,0.6009810836892406,43153.00817871094,51745.77960207454,,2677625706.626473,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,29071.0,small,64.0,63.0,63.0
xgboost,,,,,,0.4184740811644101,92140.78263454858,118738.37881522723,,14098802603.668402,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48031.0,small,144.0,144.0,144.0
xgboost,,,,,,0.330996001226447,55645.64516782408,111818.0477593533,,12503275804.713017,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13287.0,small,135.0,134.0,134.0
xgboost,,,,,,-1.2152897798921227,42032.39885602678,101983.87515421378,,10400710791.470263,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,17071.0,small,154.0,153.0,153.0
xgboost,,,,,,0.2615269227764344,57448.28303039966,127611.48474716643,,16284691039.37629,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13263.0,small,147.0,142.0,142.0
xgboost,,,,,,0.5922102361733405,34778.87303511425,48431.98318839292,,2345656995.560775,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48399.0,small,186.0,186.0,186.0
xgboost,,,,,,0.4609432461352243,90253.31065819302,142332.15127857222,,20258441287.58637,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,21053.0,small,193.0,192.0,192.0
xgboost,,,,,,0.5022395633246501,46935.076886837116,72927.92311266434,,5318481969.526682,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48131.0,small,66.0,66.0,66.0
xgboost,,,,,,0.3528683804898788,51108.65670355904,80965.95901541662,,6555486519.286125,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48065.0,small,216.0,216.0,216.0
xgboost,,,,,,0.47581722690362815,120322.12411077245,213771.0735569125,,45698071889.6749,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,8079.0,small,123.0,123.0,123.0
xgboost,,,,,,0.38182863174916204,77151.75284975163,117617.52247958608,,13833881594.235939,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,16063.0,small,151.0,150.0,150.0
xgboost,,,,,,0.23242308220125762,47218.29852764423,139763.2110232878,,19533755155.540073,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,17059.0,small,78.0,77.0,77.0
xgboost,,,,,,0.32534467776909215,44686.742579693775,94014.77318387029,,8838777576.814575,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,1013.0,small,249.0,248.0,248.0
xgboost,,,,,,0.13981010310824704,124145.9433769273,177622.70688660257,,31549826001.723934,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,2130.0,small,227.0,227.0,227.0
xgboost,,,,,,0.19079322613914795,91357.77926377118,191648.1630482117,,36729018399.75393,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,38083.0,small,59.0,58.0,58.0
xgboost,,,,,,-0.10147505663706591,121212.28853898203,279137.8021602303,,77917912594.84387,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,5147.0,small,194.0,193.0,193.0
xgboost,,,,,,0.19979441000242648,70322.91333180148,174797.84910365724,,30554288051.264923,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,38029.0,small,102.0,101.0,101.0
xgboost,,,,,,0.5218825075467164,50573.45055536685,100092.46218185982,,10018500985.627039,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,20197.0,small,184.0,184.0,184.0
xgboost,,,,,,0.4037601863049729,63925.97313362729,91466.77781284682,,8366171443.464688,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,29179.0,small,163.0,163.0,163.0
xgboost,,,,,,0.20653619063681372,102038.28251815027,149118.05750212955,,22236195073.208416,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,29153.0,small,198.0,197.0,197.0
xgboost,,,,,,0.1733548116915592,40261.05230158025,64641.07717684097,,4178468858.5823107,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,40055.0,small,176.0,175.0,175.0
xgboost,,,,,,0.15872665143888898,101487.26701688218,202689.3332280786,,41082965804.44309,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,38043.0,small,87.0,86.0,86.0
xgboost,,,,,,0.5112770583845326,43724.219446656054,88365.71468364116,,7808499531.550675,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,5077.0,small,157.0,157.0,157.0
xgboost,,,,,,0.21971881823886175,79528.00196493905,146952.86530291772,,21595144620.737476,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,35053.0,small,205.0,204.0,204.0
xgboost,,,,,,0.35246799154574227,62056.75164999999,98122.98361389834,,9628119913.293362,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48193.0,small,200.0,200.0,200.0
xgboost,,,,,,0.06516103649597227,65211.10218131188,161995.07218405118,,26242403411.915955,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,5013.0,small,101.0,100.0,100.0
xgboost,,,,,,0.19592730257967816,64576.02301258993,94283.19263750507,,8889320413.920889,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48387.0,small,139.0,139.0,139.0
xgboost,,,,,,0.2741344347222332,60392.85398204293,109407.27437687937,,11969951686.577765,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,12047.0,small,134.0,130.0,130.0
xgboost,,,,,,0.12892490189782746,39819.879009955745,63069.411365263324,,3977750649.960807,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,13167.0,small,113.0,112.0,112.0
xgboost,,,,,,0.12333612074578326,90800.35298859132,257521.06110584014,,66317096913.07786,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,40107.0,small,189.0,189.0,189.0
xgboost,,,,,,0.398088742668102,67188.57176621836,114780.67274423498,,13174602835.619165,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,47055.0,medium,1185.0,1184.0,1184.0
xgboost,,,,,,0.32800162199729066,57736.84077764146,113168.99632388006,,12807221728.954378,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,29007.0,medium,866.0,864.0,864.0
xgboost,,,,,,0.4082538785983745,83314.88150890262,132135.31120997196,,17459740468.55614,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,51187.0,medium,1720.0,1718.0,1718.0
xgboost,,,,,,0.5609582346158708,148706.4050649579,238076.83589346384,,56680579789.04331,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,51157.0,medium,356.0,354.0,354.0
xgboost,,,,,,0.6890293571260946,44705.683853877636,60744.42001840484,,3689884563.3723826,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,4009.0,medium,901.0,900.0,900.0
xgboost,,,,,,0.39276881154504784,73823.1235112774,117252.3459137826,,13748112622.285332,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,48035.0,medium,593.0,591.0,591.0
xgboost,,,,,,0.5876253711419289,184824.49245106772,241767.21463810734,,58451386073.86866,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,16013.0,medium,281.0,281.0,281.0
xgboost,,,,,,0.4443487535142917,60024.5861328125,100819.7323115986,,10164618423.382397,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,40021.0,medium,1820.0,1814.0,1814.0
xgboost,,,,,,0.5220762189861329,48665.32782560727,84326.66473207386,,7110986384.835588,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,26051.0,medium,1657.0,1647.0,1647.0
xgboost,,,,,,0.16851848578995732,156019.73605729168,248271.99475855078,,61638983381.38987,unknown,unknown,,,,,xgboost_large_scale_train_v6,XGBoost-only training on test_v1_train_v6 (5M samples),per_county,29209.0,medium,930.0,925.0,925.0
