model,train_size,test_size,n_features,fit_time,pred_time,r2,mae,rmse,mse,fips,bin_name,repetition,fold,status,experiment_name,experiment_description,hyperparam_max_depth,hyperparam_learning_rate,hyperparam_n_estimators,hyperparam_subsample,hyperparam_colsample_bytree,hyperparam_min_child_weight,hyperparam_reg_alpha,hyperparam_reg_lambda,hyperparam_gamma,tune_time
xgboost,60,14,42,9.275044679641724,0.003634214401245117,0.5778734192334549,40875.039899553565,50152.47789295116,2515271038.8029547,1065,small,4,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.11847855523266489,350.0,0.9490613633529493,0.9865477263899799,3.0,0.5494861687148503,0.7411947389148169,0.6314044154338457,9.21498727798462
tabpfn,59,15,42,0.4395172595977783,0.22626638412475586,0.23276939188057844,54874.23932291667,90923.76514632598,8267131068.384244,1065,small,5,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,6.345917224884033,0.0036132335662841797,0.11295744707900113,66353.34427083333,97765.73697801099,9558139326.853624,1065,small,5,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.05145392816846467,150.0,0.728775102360916,0.9959762950131543,10.0,0.548862368784142,0.10009224352781339,0.01751870212632942,6.306406736373901
tabpfn,59,15,42,0.44975948333740234,0.22452831268310547,0.6997094947790028,41127.71484375,62912.81113523846,3958021804.9381843,1065,small,5,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,8.19404673576355,0.003631114959716797,0.7467244608092827,46167.004427083346,57778.32070993269,3338334344.059837,1065,small,5,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.10096619721088117,200.0,0.9274266277462856,0.8058866154582576,3.0,0.03699406361996934,4.696843351530406,0.09791600651937761,8.150416135787964
tabpfn,59,15,42,0.44901084899902344,0.22515320777893066,0.660672308702247,51862.79895833332,57466.482360787704,3302396594.9227247,1065,small,5,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,7.301275730133057,0.003649473190307617,0.6512503311466392,49911.92630208332,58258.84424442385,3394092932.6960387,1065,small,5,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.10618498398762988,100.0,0.7629233650273348,0.8765829016008883,10.0,0.12302676379021929,0.8655027285037862,0.5587166376670983,7.271224498748779
tabpfn,59,15,42,0.4437563419342041,0.22487211227416992,0.2664196538948934,64039.74036458335,96990.02344677111,9407064648.20521,1065,small,5,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,8.347574949264526,0.003919363021850586,0.15599251596104569,74625.57864583333,104034.25691538387,10823126611.936096,1065,small,5,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.038633020167179136,450.0,0.8515974548752935,0.7350620339729896,4.0,0.7143364216660142,0.25619690026086345,0.044738475622053846,8.26926875114441
tabpfn,60,14,42,0.7017815113067627,0.22065258026123047,0.3256651634863802,60806.85323660715,93042.56860618136,8656919572.835964,1065,small,5,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,60,14,42,8.702025651931763,0.003745555877685547,0.6443517942526457,51476.180803571435,67570.04439902694,4565710900.0864725,1065,small,5,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.010725209743171997,500.0,0.9497327922401265,0.7637017332034828,4.0,0.023270677083837805,0.4059611610484306,0.16124278458562616,8.608041763305664
tabpfn,59,15,42,0.44179606437683105,0.2270488739013672,0.11936392128626105,76529.63411458336,106485.67248576912,11339198444.746487,1065,small,6,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,8.656035900115967,0.003692150115966797,0.16770339108367505,70709.97369791669,103521.8449860339,10716772389.312431,1065,small,6,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.034821602807385374,500.0,0.9579106698867925,0.8122098016555915,7.0,0.13600809786817458,0.2183969693247106,0.16321390696891913,8.574018001556396
tabpfn,59,15,42,0.4375424385070801,0.228438138961792,0.04978420379857951,46206.450000000004,89536.31185505848,8016751140.606286,1065,small,6,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,9.83264446258545,0.0036661624908447266,0.11251756589655126,54050.99921874998,86530.25053766652,7487484258.111337,1065,small,6,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.029877362002774265,350.0,0.9095055847181132,0.7204492681407857,4.0,0.019532538199444307,9.800147177295191,0.08116948812693911,9.760686159133911
tabpfn,59,15,42,0.44246816635131836,0.22343111038208008,0.2236948198461206,59486.97083333335,86402.3620156766,7465368161.888033,1065,small,6,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,8.867550611495972,0.003648042678833008,0.21005601497588955,55567.743750000016,87158.05324462909,7596526245.3935995,1065,small,6,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.21722944136789946,300.0,0.8374841913417568,0.7776311435787224,6.0,0.4777359729455999,0.20377569388311093,0.6063932088709613,8.814069032669067
tabpfn,59,15,42,0.4499049186706543,0.22349953651428223,0.7589660507166991,47440.89296875001,51943.779540400465,2698156232.9417257,1065,small,6,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,8.597129821777344,0.003645181655883789,0.543194644458961,62480.60169270837,71508.88918173157,5113521232.005167,1065,small,6,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.016308355406652878,200.0,0.9508218444330706,0.7764885643352355,4.0,0.01004553707938886,0.5991538986340588,0.010723233615838115,8.545266389846802
tabpfn,60,14,42,0.46512889862060547,0.22077322006225586,0.06233616867920022,89978.9341517857,116491.92358167138,13570368259.757965,1065,small,6,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,60,14,42,8.926148653030396,0.0035970211029052734,0.4309615037326937,70895.38950892857,90749.25294066565,8235426909.288913,1065,small,6,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.08844359123244755,300.0,0.8851096873359746,0.9918626411896319,5.0,0.13255722150849167,0.20901808800866783,1.023609078965852,8.87278938293457
tabpfn,59,15,42,0.46412014961242676,0.22407293319702148,0.4641596884646325,46883.30807291665,72908.1628375292,5315600208.343675,1065,small,7,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,9.884492635726929,0.0037097930908203125,0.25927198660618755,61746.60390624999,85721.12227352579,7348110803.83276,1065,small,7,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.012359889910269187,400.0,0.9393449201243238,0.9830245220998044,4.0,0.9917071207021392,0.7792553199171628,0.013821593631116088,9.8026762008667
tabpfn,59,15,42,0.44537901878356934,0.22338104248046875,0.152862853523138,90081.4791666667,112031.08309767116,12550963580.0373,1065,small,7,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,9.230495929718018,0.0036780834197998047,0.4206445293140878,74995.81458333338,92647.61159761767,8583579934.74302,1065,small,7,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.017394961960121063,350.0,0.8118811914884713,0.7290469328113498,10.0,0.024238310721636163,0.285356340262009,0.18245167945220087,9.161370515823364
tabpfn,59,15,42,0.4455375671386719,0.22511649131774902,0.28621160504431564,70509.31223958332,100455.44334739847,10091296098.122383,1065,small,7,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,9.432435750961304,0.0036911964416503906,0.5058641529947702,64978.055729166656,83581.83733019534,6985923531.491236,1065,small,7,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.04552863295301387,450.0,0.9708128763931287,0.8509299839431255,4.0,0.046400228108075744,0.652117919729429,0.14569307757169395,9.357114553451538
tabpfn,59,15,42,0.4400312900543213,0.2237703800201416,-0.24046653988284872,74139.35859375002,118606.86652659021,14067588787.256384,1065,small,7,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,8.914235830307007,0.003628969192504883,-0.30195133976188115,78310.26302083331,121510.74448793218,14764861026.011541,1065,small,7,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.22999586428143728,50.0,0.7587948587257435,0.7135681866731614,5.0,0.05989003672254302,0.34889766548903667,0.8071418522169698,8.891981363296509
tabpfn,60,14,42,0.44501376152038574,0.22114062309265137,0.5746563049667113,45463.221540178594,50701.834519627606,2570676023.655701,1065,small,7,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,60,14,42,7.7596588134765625,0.0036203861236572266,0.5606457857810319,43540.26102120539,51530.11028399693,2655352265.8808866,1065,small,7,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.04364682889260948,150.0,0.9399335215681107,0.8788175680232022,5.0,0.5124050918707607,0.2659832654594669,0.03756635130382398,7.720515489578247
tabpfn,59,15,42,0.4636104106903076,0.22531461715698242,0.43366144020656283,53976.06067708333,81096.00609999396,6576562205.370256,1065,small,8,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,8.785926103591919,0.00362396240234375,0.3798000257982882,63598.54843749998,84864.73746573158,7202023665.127546,1065,small,8,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.09897024581178657,100.0,0.8104730669463179,0.7503690124517003,3.0,0.3820833816597031,7.984510924358457,0.012497426818873848,8.751948833465576
tabpfn,59,15,42,0.45696353912353516,0.2278733253479004,0.2703666310857017,70396.52135416672,105509.72429603316,11132301921.024931,1065,small,8,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,9.867005586624146,0.003690004348754883,0.5151484602115041,59063.94609375002,86009.12588425705,7397569735.373978,1065,small,8,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,2.0,0.011261592115734692,500.0,0.7202011383320303,0.9592949863230041,5.0,0.010516536332426126,0.11482845115599678,0.39731149882424266,9.781262636184692
tabpfn,59,15,42,0.4547750949859619,0.22451567649841309,0.17599494573447383,62167.95468750002,98242.97586726639,9651682307.256285,1065,small,8,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,8.223808765411377,0.003634214401245117,0.10906886371318869,76028.79192708335,102154.7675348832,10435596530.106028,1065,small,8,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,2.0,0.025427734749341513,100.0,0.9492793791280663,0.7940870183312334,3.0,0.500872692321801,0.1874475554738622,0.021991641114011036,8.193619728088379
tabpfn,59,15,42,0.434964656829834,0.22624468803405762,0.31635048124496534,54426.25572916665,78860.24377424143,6218938048.132785,1065,small,8,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,9.683038234710693,0.0036356449127197266,0.4330927571137744,43454.69036458338,71812.05615915613,5156971409.805793,1065,small,8,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.05652695830061127,300.0,0.7259581574424443,0.7213994316871875,3.0,0.01842034429192805,0.20620955903983593,0.05133202832956238,9.623841524124146
tabpfn,60,14,42,0.4513988494873047,0.2216813564300537,0.721361991808431,43418.981305803565,47966.74035501947,2300808180.285854,1065,small,8,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,60,14,42,7.817943334579468,0.003641366958618164,0.5237405535168784,52976.52148437499,62710.72610727228,3932635168.901322,1065,small,8,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.0435929537446125,250.0,0.7007007636505528,0.8525973980132897,10.0,0.5397108120712704,0.7303647285961673,0.3580571669633027,7.767693996429443
tabpfn,59,15,42,0.4434933662414551,0.2236952781677246,-0.0298205437329937,77552.71406250003,120325.46628921723,14478217837.717552,1065,small,9,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,7.291638612747192,0.0036787986755371094,0.013106457928075632,81079.06197916671,117790.95185106012,13874708337.978764,1065,small,9,0,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.2536999076681772,400.0,0.8795975452591109,0.7468055921327309,4.0,0.01306673923805328,5.3994844097874335,0.24164826029897515,7.2266151905059814
tabpfn,59,15,42,0.4483160972595215,0.22409915924072266,0.35354108727059597,59736.528125,89271.02353204203,7969315642.458404,1065,small,9,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,8.311758279800415,0.0036454200744628906,0.4908885992445706,49197.40234375003,79222.1203049211,6276144345.607393,1065,small,9,1,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.05959249497373101,200.0,0.7959951663417991,0.8531536224885365,3.0,0.34135244013831506,8.161720943200473,0.025346184413495603,8.263758897781372
tabpfn,59,15,42,0.4404733180999756,0.22606229782104492,0.5930644383518009,47839.25,59886.8075907626,3586429723.4130206,1065,small,9,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,7.107626438140869,0.0036122798919677734,0.5495304439525116,54343.71145833333,63008.778928970845,3970106222.1199207,1065,small,9,2,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,5.0,0.09815653026402904,150.0,0.9765667770944397,0.7094137614852756,5.0,0.03020877860169281,0.419088012990525,0.37362383800411525,7.071126937866211
tabpfn,59,15,42,0.451524019241333,0.22503352165222168,0.26280253340608273,63072.998697916664,95326.3361239333,9087110358.813112,1065,small,9,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,59,15,42,6.283142566680908,0.0035829544067382812,0.25488445029225626,63138.056250000016,95836.9088718045,9184713102.102558,1065,small,9,3,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,3.0,0.04825348683273162,150.0,0.7544480513536738,0.7008003883831844,10.0,0.021286054361820187,0.23264703749224916,0.33576429868720875,6.24526047706604
tabpfn,60,14,42,0.4371457099914551,0.22130799293518066,0.5435086970025051,50050.27901785716,72716.67768957323,5287715214.209277,1065,small,9,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,,,,,,,,,,
xgboost,60,14,42,10.57276439666748,0.0037615299224853516,0.6285023938115235,49054.12137276784,65598.7833020623,4303200370.710926,1065,small,9,4,success,within_county_full_preprocessing,Within-county repeated k-fold CV with full preprocessing,4.0,0.01744482111794265,450.0,0.8123192547339588,0.7315598422662173,4.0,0.040501181429295666,1.1503162976183927,0.010351403033817794,10.476905822753906
